Count;IncentiveCondition;Age.Group;Gender;Age;Income;Wealth;DigitSymbol;GainOrientation;LossOrientation;MaintenanceOrientation;ch_G01;ch_G02;ch_G03;ch_G04;ch_G05;ch_G06;ch_G07;ch_G08;ch_G09;ch_G10;ch_G11;ch_G12;ch_G13;ch_G14;ch_G15;ch_G16;ch_G17;ch_G18;ch_G19;ch_G20;ch_G21;ch_G22;ch_G23;ch_G24;ch_G25;ch_G26;ch_L01;ch_L02;ch_L03;ch_L04;ch_L05;ch_L06;ch_L07;ch_L08;ch_L09;ch_L10;ch_L11;ch_L12;ch_L13;ch_L14;ch_L15;ch_L16;ch_L17;ch_L18;ch_L19;ch_L20;ch_L21;ch_L22;ch_L23;ch_L24;ch_L25;ch_L26;ch_M01;ch_M02;ch_M03;ch_M04;ch_M05;ch_M06;ch_M07;ch_M08;ch_M09;ch_M10;ch_M11;ch_M12;ch_M13;ch_M14;ch_M15;ch_M16;ch_M17;ch_M18;ch_M19;ch_M20;ch_M21;ch_M22;ch_M23;ch_M24;ch_M25;ch_M26;rt_G01;rt_G02;rt_G03;rt_G04;rt_G05;rt_G06;rt_G07;rt_G08;rt_G09;rt_G10;rt_G11;rt_G12;rt_G13;rt_G14;rt_G15;rt_G16;rt_G17;rt_G18;rt_G19;rt_G20;rt_G21;rt_G22;rt_G23;rt_G24;rt_G25;rt_G26;rt_L01;rt_L02;rt_L03;rt_L04;rt_L05;rt_L06;rt_L07;rt_L08;rt_L09;rt_L10;rt_L11;rt_L12;rt_L13;rt_L14;rt_L15;rt_L16;rt_L17;rt_L18;rt_L19;rt_L20;rt_L21;rt_L22;rt_L23;rt_L24;rt_L25;rt_L26;rt_M01;rt_M02;rt_M03;rt_M04;rt_M05;rt_M06;rt_M07;rt_M08;rt_M09;rt_M10;rt_M11;rt_M12;rt_M13;rt_M14;rt_M15;rt_M16;rt_M17;rt_M18;rt_M19;rt_M20;rt_M21;rt_M22;rt_M23;rt_M24;rt_M25;rt_M26;Emotion.Pre;Excitement.Pre;Emotion.Post;Excitement.Post;DQgain;DQloss;DQmixed;RKgain;RKloss;RKmixed;medianTimeGain;medianTimeLoss;medianTimeMixed;M.alpha;M.gamma_gain;M.gamma_loss;M.lambda;M.luce
148;PayOne;Older;female;68;$40,001 - $60,000;$100,001 - $250,000;27;8;4;3,5;B;A;B;A;B;B;B;A;A;B;A;B;B;B;B;A;A;A;B;A;B;B;A;B;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;A;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;A;A;A;B;A;A;B;B;B;A;B;A;B;B;A;B;A;A;13;4;5;7;8;5;7;9;6;10;7;8;12;17;6;6;7;8;6;6;6;13;7;9;9;5;8;17;9;11;12;10;8;10;7;7;11;5;8;11;7;17;8;8;14;7;11;8;7;13;6;6;12;8;10;27;6;12;10;12;25;9;11;18;20;30;10;10;7;13;10;10;35;10;31;11;12;12;7;2;7;2;,8;,72;,64;,52;,56;,4;7;8;11,5;,838220521829899;,724996801120219;,823714871987093;1,16315922120449;,21039184083748
149;PayAll;Older;female;78;$40,001 - $60,000;$50,001 - $100,000;10;8;6;8;B;A;B;A;B;A;B;A;A;B;A;B;A;B;A;A;B;A;B;A;B;B;A;A;B;A;B;A;B;A;B;A;A;A;A;B;A;B;B;B;B;B;B;A;B;A;A;A;A;B;B;A;B;A;B;B;A;B;B;B;A;B;B;B;B;B;A;A;B;A;B;A;A;A;A;B;B;A;20;27;28;19;21;32;19;20;6;22;22;16;15;14;19;17;21;19;25;18;16;21;19;17;15;27;23;15;14;12;21;17;31;23;18;10;14;22;17;17;15;17;14;18;8;12;16;14;16;13;25;46;14;18;13;23;18;32;20;17;13;14;13;12;17;18;19;22;11;19;25;15;15;15;15;20;16;17;6;6;8;8;,72;,44;,48;,52;,52;,4;19;16,5;17;,708835649136746;,785632167104593;,841939126856903;1,14814321295366;,101087891999291
150;PayAll;Younger;other;29;More than $100,000;$0 - $5,000;34;8;1,5;1,5;A;A;B;A;B;B;B;A;A;B;A;A;A;A;B;B;A;A;B;B;B;A;A;A;A;A;A;B;A;A;B;B;A;B;A;B;B;A;A;B;A;A;A;A;B;B;A;B;B;B;A;A;B;B;B;B;A;B;B;B;B;A;A;A;A;A;B;A;A;B;B;A;B;B;B;B;A;A;5;4;9;4;3;4;7;5;12;7;3;4;4;3;5;4;3;5;4;4;7;7;10;3;7;4;4;9;6;6;8;5;9;5;4;5;4;7;7;8;16;8;11;8;8;14;11;7;6;3;23;7;28;6;7;16;8;12;14;8;7;15;12;6;5;9;13;8;19;7;8;7;6;8;6;10;10;6;4;3;3;5;,72;,8;,8;,36;,48;,56;4;7;8;,962505172204084;,465189126727492;,846165069456649;1,28598670839117;,164572411943433
151;PayOne;Younger;female;34;$40,001 - $60,000;$0 - $5,000;18;6;8;6;B;A;B;A;B;B;B;A;A;B;A;A;B;A;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;A;B;A;A;B;B;A;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;A;B;B;A;B;A;A;19;24;3;6;15;25;9;11;5;8;10;17;16;18;11;5;11;14;4;5;5;15;13;27;5;24;7;5;8;10;4;4;5;5;4;11;6;6;4;7;9;6;11;4;10;7;10;5;6;8;6;7;11;7;3;11;4;11;10;4;5;5;8;4;5;5;13;11;8;9;17;7;6;6;6;4;4;5;7;5;7;4;,84;,96;,52;,48;,56;,52;11;6;6;,836300908649306;,697909238380883;,836969517410166;1,09451260907731;,234653149602438
152;PayOne;Older;male;69;$40,001 - $60,000;More than $500'000;19;7,5;6;7;A;A;B;B;B;B;A;A;A;B;A;B;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;A;A;A;B;A;A;A;B;B;A;B;B;A;B;A;B;A;B;B;A;B;B;A;B;B;B;A;B;A;A;A;B;A;B;A;B;B;B;B;A;A;32;16;18;12;9;15;21;15;12;20;20;62;25;19;51;11;25;9;9;17;12;23;10;13;8;15;53;7;26;14;9;16;56;49;21;42;14;8;22;14;50;24;16;13;39;28;11;20;16;35;32;21;29;22;86;19;8;20;17;22;27;19;42;15;23;14;15;72;32;32;17;11;12;21;14;11;21;9;5;3;7;7;,84;,88;,64;,4;,4;,4;15,5;21;19,5;,838485552416184;,744488279789929;,826965286152819;1,26132098897417;,231903622535153
153;PayOne;Younger;female;25;$20,001 - $40,000;$5,001 - $10,000;36;6,5;5;6,5;A;B;A;B;A;A;B;B;A;B;A;B;B;B;B;B;A;B;B;A;A;B;A;A;B;B;A;A;A;B;B;A;A;B;A;B;B;A;A;B;A;A;B;A;B;A;A;A;A;B;A;B;A;B;A;B;B;A;A;A;A;A;A;B;B;B;B;B;B;B;B;A;A;B;B;B;A;A;4;4;3;3;2;3;2;2;4;7;4;3;3;10;4;2;6;3;2;4;3;3;6;3;4;6;3;2;2;1;3;2;2;3;2;4;2;4;3;3;1;1;3;3;3;2;2;3;5;4;4;2;3;6;6;5;3;4;4;3;6;3;2;3;3;4;3;4;3;3;3;4;4;5;5;5;4;4;5;5;7;5;,64;,6;,52;,6;,44;,6;3;3;4;,834822494057836;,698537543868584;,836890677125909;1,10139121195693;,0695064002575271
154;PayOne;Older;female;78;$0 - $20,000;$250,001 - $500,000;29;5;6;6;B;A;B;B;B;B;B;A;A;A;A;B;A;B;B;A;A;A;B;A;B;B;B;B;B;B;B;B;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;B;A;A;A;B;B;A;B;A;A;B;B;A;A;B;B;B;A;B;A;B;A;A;B;A;A;A;A;A;A;B;A;B;A;A;6;6;5;8;13;8;9;6;11;16;12;7;8;12;9;5;5;6;7;6;12;5;14;8;5;9;7;7;6;8;5;12;8;10;5;9;8;6;6;12;6;15;12;8;6;9;5;10;8;10;6;7;9;6;9;5;6;8;5;6;6;8;6;10;8;6;11;7;6;6;6;7;10;9;9;6;7;8;7;1;7;2;,76;,68;,76;,48;,52;,6;8;8;7;,838215831963839;,735948945338596;,825656986260631;,950474532748078;,164409565295267
155;PayOne;Older;male;77;$60,001 - $100,000;More than $500'000;30;4,5;7,5;7,5;A;A;B;B;B;B;B;A;A;B;A;A;B;B;B;B;A;A;B;A;A;B;A;A;A;A;A;B;B;A;A;B;A;B;A;B;B;A;A;A;B;A;A;A;B;B;B;A;A;B;B;A;A;B;B;A;A;B;A;B;A;A;A;A;B;A;B;A;B;A;B;A;A;B;B;B;A;A;26;24;11;13;14;18;25;12;21;14;24;16;11;20;18;18;15;17;15;21;29;10;19;14;25;20;13;18;31;20;27;25;16;17;37;34;14;18;15;19;17;23;13;22;22;21;24;28;30;20;22;14;28;14;18;22;20;31;26;10;30;19;21;16;14;19;21;21;52;22;17;10;14;14;21;15;18;11;7;1;7;1;,88;,64;,8;,36;,32;,48;18;20,5;19;,838488238842664;,627027821619187;,811901723930285;1,21460177624135;,219899354349888
156;PayOne;Younger;female;20;$20,001 - $40,000;I do not want to answer;37;8;7,5;7;B;B;A;B;B;A;A;B;A;B;B;A;B;A;A;B;A;A;B;A;A;B;A;A;A;A;A;A;B;B;B;B;A;B;A;B;A;A;A;B;A;A;B;A;B;B;B;A;A;B;B;B;A;A;B;A;B;B;A;B;A;B;A;A;A;B;B;A;B;A;B;B;B;B;B;B;A;B;3;3;2;7;3;4;4;4;4;2;9;3;2;2;4;3;3;7;3;3;2;4;2;3;3;3;2;4;6;3;3;3;5;2;3;4;3;5;3;5;6;2;3;4;3;4;3;3;3;3;6;2;5;8;9;5;7;9;10;3;14;3;10;12;7;4;5;9;22;6;8;4;8;7;6;6;5;6;8;3;7;3;,52;,68;,52;,4;,52;,6;3;3;7;,835411156381271;,655433778838059;,836460123485609;1,08150824741749;,0967598308641295
157;PayAll;Older;female;72;$40,001 - $60,000;More than $500'000;38;6,5;8;8;A;A;B;A;B;B;B;A;A;B;A;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;B;B;A;A;B;A;B;A;A;B;A;A;A;A;A;B;A;B;A;A;B;B;B;B;A;A;B;B;B;A;A;B;B;A;B;A;B;B;B;B;B;B;B;A;A;A;A;A;B;A;A;11;12;10;13;10;6;8;9;7;8;9;12;7;8;12;5;6;6;6;10;9;6;7;8;5;9;7;13;15;8;13;12;8;4;12;14;12;7;17;7;14;11;14;8;9;14;11;7;9;11;9;9;6;9;10;12;17;13;9;12;15;12;9;10;10;6;14;6;5;16;8;8;17;10;7;14;13;8;5;5;9;7;,84;,68;,6;,32;,44;,52;8;11;10;,903395886994805;,68965745192021;,889589881016832;1,1063571600633;,137839763028736
158;PayAll;Younger;male;26;$40,001 - $60,000;I do not want to answer;38;6,5;2;6,5;B;A;B;B;B;B;A;A;A;B;A;A;A;A;B;A;A;A;B;A;B;B;A;A;B;A;A;A;B;B;B;B;A;B;A;A;A;A;A;B;A;A;A;A;B;B;A;B;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;A;A;A;B;B;A;A;A;A;B;B;B;B;A;A;7;6;6;6;4;8;12;19;10;7;3;7;11;2;5;3;4;11;4;6;5;20;13;10;4;7;55;4;22;19;19;5;3;10;8;6;8;5;3;3;8;12;9;3;2;3;4;7;12;4;3;30;14;11;21;17;11;19;10;4;6;33;9;64;12;23;34;14;44;29;8;7;13;15;32;17;18;7;5;3;6;5;,84;,8;,68;,48;,48;,6;6,5;6,5;14,5;,958645834613073;,769614208891401;,713064802147101;,900033236661416;,137845531043916
159;PayOne;Younger;male;20;$60,001 - $100,000;$25,001 - $50,000;34;8;8;8;B;A;B;A;B;B;B;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;B;A;B;B;A;B;A;B;A;A;A;A;A;B;A;A;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;A;B;A;B;A;A;A;A;B;B;A;B;B;B;B;B;B;A;A;5;7;6;4;8;4;6;5;4;6;5;8;5;8;11;10;3;6;6;6;3;3;18;7;5;4;3;3;5;5;13;5;7;5;6;10;5;23;2;4;6;99;6;6;3;5;6;7;3;8;5;4;2;7;28;9;8;7;4;4;9;5;9;24;4;11;9;6;9;3;7;8;3;4;3;6;3;4;7;6;7;6;,84;,88;,64;,4;,48;,48;6;5;6,5;,836417759824116;,735878912337338;,837094344163312;1,20245136482865;,293415583327895
160;PayAll;Younger;male;21;More than $100,000;$0 - $5,000;32;8;4;5;B;A;B;B;B;B;B;A;A;B;A;B;B;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;A;B;A;B;B;B;B;A;A;B;B;B;A;B;B;B;B;B;B;B;A;A;A;B;B;A;A;A;A;B;A;B;A;A;67;174;8;5;189;19;7;4;11;16;12;19;75;8;11;52;99;11;6;10;6;16;6;6;8;29;10;8;13;19;7;96;8;15;12;5;30;13;8;16;25;89;22;25;11;49;31;21;24;15;29;33;18;37;6;11;15;51;25;8;17;17;7;15;12;18;41;9;27;21;10;11;17;19;8;18;17;26;5;6;2;9;,88;,92;,68;,52;,6;,52;11;17,5;17;,961604531111941;,854661144873021;,929944428220356;1,08183831469296;,245447251469366
161;PayAll;Older;female;72;$0 - $20,000;$0 - $5,000;24;6;4,5;7;B;B;B;A;B;B;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;A;A;B;B;A;A;A;A;A;B;B;A;A;A;B;A;A;A;A;A;A;A;B;B;B;A;B;B;B;B;A;A;B;B;A;A;B;B;A;B;B;B;A;B;A;A;A;B;A;A;A;A;B;A;B;A;A;9;18;11;9;10;11;13;3;21;15;13;16;16;7;22;12;28;5;7;12;6;13;19;7;11;8;13;16;10;53;79;13;22;14;10;26;12;18;8;33;17;18;18;10;42;16;18;17;12;14;9;9;72;22;14;11;6;25;13;13;19;17;17;20;18;10;14;18;19;21;13;8;12;7;12;7;12;39;7;5;8;6;,64;,88;,72;,36;,56;,48;11,5;16;14;,941662927118685;,835493126739625;,936312536172003;1,2101175931284;,130489559820137
162;PayOne;Younger;female;22;$0 - $20,000;I do not want to answer;43;4,5;5,5;7,5;B;A;B;A;B;A;B;A;B;B;A;A;A;B;A;A;A;A;B;A;B;B;A;B;A;A;A;A;B;A;B;B;A;B;A;B;A;A;A;B;A;A;B;B;B;B;A;A;A;A;B;A;A;B;B;A;B;B;B;A;A;A;B;A;A;A;B;A;B;A;A;B;B;B;B;B;A;A;7;5;2;3;6;8;4;4;4;3;3;6;4;2;5;6;5;6;3;3;3;5;6;7;6;4;3;4;7;3;6;3;5;7;3;9;2;6;8;3;4;3;3;3;5;17;14;4;3;7;7;5;5;7;4;6;4;4;3;3;7;6;4;6;5;3;7;5;4;6;4;3;5;2;3;3;3;7;5;5;5;5;,68;,76;,64;,48;,36;,56;4,5;4,5;4;,83627057795812;,685283795022147;,83669544636688;1,09594517977948;,141863207405948
163;PayAll;Older;female;74;I do not want to answer;I do not want to answer;21;8;8;8;A;B;B;A;B;A;B;A;A;B;A;A;B;B;B;B;A;A;B;A;B;B;A;A;B;A;A;B;B;A;A;B;A;B;A;B;A;A;A;B;B;A;A;A;B;A;A;A;A;A;B;A;A;B;B;B;B;B;B;A;A;A;A;A;A;B;B;A;A;A;B;A;B;B;A;B;A;A;31;18;23;21;14;19;18;15;28;15;26;24;12;31;20;16;22;17;41;15;15;20;25;16;17;19;13;91;25;30;22;20;34;37;43;58;25;16;21;42;43;24;28;24;27;24;55;50;13;15;47;23;19;18;15;28;19;22;25;11;15;18;12;25;33;41;32;16;30;19;15;20;20;23;48;19;18;15;7;5;7;7;,84;,68;,68;,48;,2;,6;19;26;19;,928717357976851;,717173152917843;,768624498590109;1,02491846400728;,110859603568453
164;PayOne;Older;male;71;$40,001 - $60,000;$100,001 - $250,000;17;7,5;8;7;A;A;B;A;B;B;B;A;A;B;A;B;A;B;A;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;B;A;A;A;A;B;B;A;B;B;A;B;A;A;B;B;B;A;B;A;B;A;A;A;A;A;A;B;A;B;A;B;A;B;B;B;B;A;A;44;9;11;10;10;7;24;6;22;13;10;14;14;8;9;9;6;3;4;10;10;8;7;11;5;10;7;9;7;12;12;14;13;10;9;8;17;7;7;7;7;9;20;5;12;9;16;13;12;8;7;7;8;14;13;12;9;12;13;22;41;12;10;19;15;17;9;9;14;21;11;12;12;8;11;7;9;8;7;1;7;1;,8;,96;,76;,36;,48;,52;10;9;12;,83847747598721;,658111583183176;,821882379447897;1,2267142449481;,346616149801321
165;PayAll;Younger;female;34;$0 - $20,000;$0 - $5,000;32;4;4;4;B;B;A;B;A;A;B;A;A;B;A;B;A;B;B;B;A;A;A;A;B;B;A;A;B;A;B;B;B;A;A;B;A;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A;A;A;B;B;B;B;B;A;B;A;A;A;B;A;B;B;A;A;A;A;A;A;B;B;B;A;A;4;3;3;2;4;5;4;4;3;5;4;5;5;6;4;3;6;5;5;3;4;2;4;3;4;5;4;4;6;3;7;2;5;4;5;6;3;3;4;10;2;7;3;5;5;6;5;4;6;6;4;5;5;6;6;6;6;8;5;5;6;5;8;5;4;21;14;5;4;6;5;6;3;3;3;4;8;8;5;3;5;3;,64;,6;,76;,68;,52;,76;4;5;5,5;,850862878527242;,724617261074851;,604154060245079;,921767946550162;,120446997552603
166;PayOne;Younger;male;20;$20,001 - $40,000;I do not want to answer;43;8;8;8;B;A;B;B;A;B;B;A;A;B;A;B;A;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;B;A;B;B;A;B;B;B;A;A;A;A;A;A;A;A;B;B;B;A;A;A;B;A;A;B;B;B;A;A;B;A;B;B;B;A;A;A;B;B;A;A;B;A;B;B;B;B;A;A;9;16;9;9;8;12;9;5;19;13;7;7;12;15;16;20;8;7;7;6;5;8;14;15;8;9;9;8;9;7;6;14;6;10;8;13;5;24;3;8;8;18;23;6;5;9;30;17;26;7;28;9;11;10;11;9;6;18;9;14;14;12;6;8;11;8;9;6;6;5;10;9;9;5;25;5;6;9;8;6;9;8;,8;,8;,68;,52;,4;,52;9;9;9;,835950076649232;,762085203018481;,83713879118271;1,11098412388847;,247595768533922
167;PayOne;Younger;male;18;$20,001 - $40,000;$25,001 - $50,000;30;8;6,5;7;A;B;A;B;A;A;B;B;A;B;A;A;A;B;B;A;A;B;A;B;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;B;A;B;A;A;B;B;A;B;B;B;B;A;B;B;A;B;A;B;A;B;A;B;B;A;B;B;B;A;A;B;B;B;A;B;A;B;B;A;A;A;B;1;4;1;6;2;2;3;2;5;2;3;2;4;3;4;1;2;1;2;2;4;1;4;5;3;3;1;1;4;1;2;5;3;1;1;3;5;1;2;2;2;2;1;2;2;4;3;1;2;1;1;4;1;2;12;2;2;2;1;1;1;2;0;1;1;1;1;2;4;1;2;5;3;1;2;1;1;1;6;4;7;5;,48;,52;,36;,6;,68;,28;2,5;2;1;,834252813124529;,694354165715943;,83685052859714;1,10556453871498;,0456044772244935
168;PayAll;Younger;male;19;More than $100,000;I do not want to answer;45;8;1;1;B;A;B;A;B;B;B;A;A;B;B;A;A;A;A;A;A;A;B;A;B;B;A;A;B;B;A;A;A;B;B;A;A;B;A;B;B;A;A;A;A;A;A;A;B;B;A;B;A;B;B;A;A;B;B;B;A;B;A;A;B;B;A;A;A;B;B;B;A;A;B;A;B;B;B;B;A;A;2;3;3;2;3;5;4;3;3;4;3;5;3;5;4;3;5;3;2;3;3;3;6;2;2;4;7;4;6;6;6;6;3;4;6;8;5;4;5;4;4;8;5;8;10;4;4;14;5;6;5;6;5;5;6;4;6;8;3;3;4;7;5;7;5;7;4;4;6;9;6;3;5;5;7;4;5;3;7;7;7;7;,76;,8;,68;,4;,48;,68;3;5,5;5;,919302583721058;,799054547037388;,871050625512711;,889957778861708;,155091133601674
169;PayOne;Older;female;68;More than $100,000;$250,001 - $500,000;35;8;3,5;5,5;B;B;B;A;B;B;A;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;B;A;A;A;A;A;A;A;A;B;A;A;B;A;B;A;A;B;B;B;A;B;A;B;A;A;A;A;B;A;A;A;B;B;A;A;B;B;B;B;A;A;5;26;8;7;11;7;6;4;5;7;7;15;4;6;10;7;7;6;10;5;5;7;7;11;8;4;10;7;14;12;17;14;9;9;9;9;9;11;8;20;8;9;13;7;15;15;10;8;6;9;24;9;16;9;5;8;7;7;6;24;28;12;10;17;5;7;7;8;14;12;5;15;6;25;4;6;6;7;7;4;7;5;,8;,88;,76;,44;,48;,52;7;9;7,5;,838469101363227;,729948846450077;,821168014081858;1,28198727474642;,287477135699317
170;PayAll;Older;male;72;More than $100,000;More than $500'000;29;7,5;6,5;6;B;A;B;A;B;B;A;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;B;B;B;B;A;B;B;B;A;A;A;A;A;B;B;A;B;B;B;B;A;A;B;A;A;B;A;B;B;B;A;A;B;B;B;B;A;A;B;A;B;B;B;B;A;A;A;A;B;A;A;A;7;10;7;11;6;8;10;5;9;9;9;8;7;6;10;7;8;7;11;6;5;7;8;8;6;12;9;10;7;4;6;8;6;5;5;11;5;12;5;8;4;11;7;11;4;8;4;7;6;6;4;9;10;8;11;8;6;10;6;9;15;7;7;6;6;10;5;10;10;11;6;7;7;10;7;11;9;7;5;7;8;8;,8;,48;,72;,36;,4;,48;8;6,5;8;,836866289691757;,805615197427076;,838565075022806;1,37656297182481;,119680612771959
171;PayOne;Younger;male;28;$60,001 - $100,000;$0 - $5,000;51;6,5;6,5;4,5;B;A;B;B;B;B;B;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;B;A;B;A;B;A;B;B;A;A;A;A;A;B;B;B;A;A;8;5;5;9;4;5;7;5;6;6;5;7;6;7;6;4;5;7;6;8;5;5;7;9;6;4;9;11;9;7;15;14;4;7;14;8;7;7;7;9;8;9;6;7;11;9;6;7;10;6;6;11;7;6;10;7;4;12;8;6;7;6;10;8;7;7;5;6;8;8;8;7;5;8;12;8;8;5;3;3;6;3;,88;,96;,92;,44;,48;,52;6;8;7;,836322766251772;,779154243701484;,837336597210383;1,14287705417663;,548403231751211
172;PayOne;Younger;female;21;$40,001 - $60,000;$10,001 - $25,000;35;8;8;8;B;A;B;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;B;B;A;B;A;A;B;A;A;A;A;A;B;A;A;B;A;B;A;A;A;B;A;A;A;A;B;B;A;B;A;A;B;A;B;B;B;B;A;B;A;B;B;A;A;A;A;A;B;A;A;A;B;B;A;B;B;B;A;A;7;19;3;6;4;9;12;6;8;5;3;4;5;18;9;5;4;4;5;3;6;3;5;4;4;5;4;6;13;28;4;6;10;5;4;17;4;6;6;5;8;9;3;8;10;6;16;48;7;29;4;78;8;8;8;7;8;17;6;9;7;12;7;10;9;12;25;8;10;15;8;6;11;5;9;6;6;7;7;5;1;6;,68;,88;,8;,4;,4;,64;5;6,5;8;,836253678416706;,711932919941441;,836982360259875;1,14294966988643;,180842400599178
173;PayOne;Older;female;69;$20,001 - $40,000;$100,001 - $250,000;33;8;4,5;6;B;A;B;B;B;B;B;A;A;B;A;A;B;B;A;A;A;A;B;A;B;B;A;B;B;A;A;A;B;A;B;B;A;B;A;A;B;A;A;B;B;A;A;A;B;B;A;B;A;A;A;A;A;B;B;A;A;B;B;B;B;A;A;A;A;A;B;A;A;A;B;A;B;B;A;B;A;A;23;14;7;29;19;7;17;14;16;7;15;11;22;20;19;14;6;6;9;4;8;12;15;18;11;8;14;26;15;9;12;15;9;13;12;25;21;21;31;8;32;17;32;16;15;11;18;6;23;16;17;16;21;8;14;19;14;11;20;19;21;19;19;23;8;21;18;17;21;17;14;14;12;12;22;15;13;14;7;5;5;3;,88;,72;,8;,52;,4;,48;14;16;17;,838426491068494;,739546247221398;,819917384548027;1,15871079269493;,24330009649215
174;PayAll;Older;female;61;$40,001 - $60,000;$250,001 - $500,000;37;8;1;8;B;A;B;A;B;B;A;A;A;B;A;B;B;A;A;A;B;B;B;A;B;B;A;A;A;A;A;B;B;A;A;B;A;B;A;B;B;A;B;A;B;A;B;B;A;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;A;B;B;B;A;A;B;B;A;A;A;A;B;A;A;A;A;A;4;6;4;6;4;4;3;3;4;3;3;5;12;6;5;5;5;3;8;14;7;8;3;5;4;8;3;6;3;4;4;5;3;2;4;2;6;13;3;5;8;3;15;4;3;6;4;3;3;5;3;3;7;6;31;13;4;13;8;9;12;4;4;5;6;7;13;5;5;5;12;4;5;8;12;4;5;8;7;7;8;8;,64;,56;,48;,52;,48;,48;5;4;6,5;,76255414366904;,774811563379999;,869845962014352;,997791314737704;,098376254026287
175;PayAll;Older;male;68;More than $100,000;$250,001 - $500,000;45;4,5;8;8;B;A;B;A;A;B;A;A;A;B;A;A;B;B;A;A;A;A;B;A;B;B;A;B;A;A;A;A;A;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;B;B;B;A;B;B;A;B;B;B;A;A;A;A;A;B;A;A;B;B;B;B;B;A;A;6;4;2;2;11;5;2;4;4;8;5;14;4;3;4;2;3;3;3;4;3;3;3;5;6;2;5;8;2;9;4;10;6;6;7;5;7;3;6;6;5;4;8;9;9;4;4;5;4;13;6;6;14;4;6;4;4;9;6;37;5;6;9;14;5;5;55;28;7;6;4;14;6;4;9;6;9;5;7;5;8;6;,72;,88;,68;,44;,56;,6;4;6;6;,952278101074396;,852037100419444;,962833912537493;1,21592803117855;,148082473988589
176;PayAll;Older;female;73;More than $100,000;More than $500'000;12;7;8;8;B;B;B;B;B;B;A;A;B;B;A;A;B;B;A;A;A;A;B;A;B;B;A;B;B;A;A;B;B;B;B;A;B;A;B;B;A;B;A;A;B;A;A;A;A;B;A;B;A;B;B;A;A;B;B;B;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;A;A;B;B;A;B;A;11;11;4;18;15;13;9;8;11;27;10;18;10;11;15;17;9;3;5;6;10;8;15;9;4;12;9;14;11;8;11;14;13;8;13;14;8;11;14;14;8;18;14;8;13;7;13;13;10;7;12;8;23;11;14;14;18;20;16;9;10;16;15;19;12;15;10;11;16;12;16;17;11;13;8;15;8;15;6;3;5;5;,76;,52;,6;,56;,44;,6;10,5;11,5;14,5;,870746932050784;,810087960173185;,902593935173935;,923912511783758;,0968125624054571
177;PayAll;Older;male;73;$20,001 - $40,000;I do not want to answer;28;6;1;5;B;A;B;B;B;B;A;A;B;B;A;A;B;B;A;B;A;A;B;A;B;B;B;A;A;A;B;A;A;A;B;A;A;B;A;B;A;A;A;A;A;A;B;A;B;B;A;A;A;B;B;A;A;B;B;B;A;B;A;B;A;A;A;A;B;A;B;A;A;A;B;A;A;B;B;B;A;A;18;36;8;15;31;16;63;24;45;23;13;67;43;46;34;51;34;13;9;14;7;10;64;17;18;11;12;8;13;18;29;34;16;44;15;20;7;28;17;99;12;28;39;18;12;11;7;14;10;66;7;11;67;11;9;23;16;16;11;81;35;11;29;41;51;35;23;106;68;35;77;38;10;31;14;16;11;14;6;2;5;5;,72;,76;,88;,36;,52;,56;20,5;15,5;26;,945349982768315;,674298636963925;,801346579582785;1,19501256779564;,139143700904872
